Streaming output truncated to the last 5000 lines.
>52874, d1[0.260] d2[0.321] g[5.001]
>52875, d1[0.528] d2[0.236] g[3.901]
>52876, d1[0.361] d2[0.488] g[3.503]
>52877, d1[0.128] d2[0.257] g[4.997]
>52878, d1[0.194] d2[0.276] g[4.367]
>52879, d1[0.308] d2[0.402] g[4.677]
>52880, d1[0.318] d2[0.267] g[3.332]
>52881, d1[0.305] d2[0.446] g[4.328]
>52882, d1[0.354] d2[0.296] g[4.303]
>52883, d1[0.334] d2[0.326] g[4.841]
>52884, d1[0.328] d2[0.433] g[3.592]
>52885, d1[0.315] d2[0.301] g[3.775]
>52886, d1[0.200] d2[0.278] g[5.568]
>52887, d1[0.419] d2[0.387] g[1.896]
>52888, d1[0.238] d2[0.266] g[5.738]
>52889, d1[0.374] d2[0.352] g[4.303]
>52890, d1[0.257] d2[0.360] g[4.716]
>52891, d1[0.401] d2[0.310] g[3.528]
>52892, d1[0.378] d2[0.437] g[4.172]
>52893, d1[0.500] d2[0.234] g[3.676]
>52894, d1[0.437] d2[0.303] g[3.729]
>52895, d1[0.395] d2[0.328] g[2.623]
>52896, d1[0.319] d2[0.306] g[4.373]
>52897, d1[0.224] d2[0.304] g[4.664]
>52898, d1[0.342] d2[0.421] g[4.496]
>52899, d1[0.197] d2[0.335] g[4.850]
>52900, d1[0.372] d2[0.354] g[1.453]
>52901, d1[0.425] d2[0.324] g[3.070]
>52902, d1[0.266] d2[0.418] g[5.727]
>52903, d1[0.334] d2[0.364] g[2.693]
>52904, d1[0.227] d2[0.521] g[4.827]
>52905, d1[0.381] d2[0.358] g[4.463]
>52906, d1[0.412] d2[0.324] g[3.706]
>52907, d1[0.390] d2[0.311] g[4.509]
>52908, d1[0.321] d2[0.472] g[4.078]
>52909, d1[0.405] d2[0.278] g[4.976]
>52910, d1[0.364] d2[0.317] g[4.203]
>52911, d1[0.334] d2[0.319] g[4.597]
>52912, d1[0.361] d2[0.315] g[4.122]
>52913, d1[0.256] d2[0.346] g[4.257]
>52914, d1[0.207] d2[0.324] g[4.994]
>52915, d1[0.305] d2[0.276] g[4.551]
>52916, d1[0.283] d2[0.460] g[3.675]
>52917, d1[0.176] d2[0.352] g[4.851]
>52918, d1[0.350] d2[0.329] g[4.292]
>52919, d1[0.190] d2[0.271] g[5.347]
>52920, d1[0.316] d2[0.587] g[3.335]
>52921, d1[0.406] d2[0.265] g[5.020]
>52922, d1[0.250] d2[0.411] g[4.603]
>52923, d1[0.261] d2[0.303] g[4.298]
>52924, d1[0.471] d2[0.546] g[2.331]
>52925, d1[0.405] d2[0.324] g[3.548]
>52926, d1[0.377] d2[0.332] g[3.782]
>52927, d1[0.394] d2[0.347] g[3.340]
>52928, d1[0.420] d2[0.325] g[4.789]
>52929, d1[0.357] d2[0.373] g[4.407]
>52930, d1[0.392] d2[0.331] g[3.789]
>52931, d1[0.406] d2[0.323] g[2.493]
>52932, d1[0.388] d2[0.327] g[3.755]
>52933, d1[0.401] d2[0.301] g[4.835]
>52934, d1[0.374] d2[0.353] g[2.324]
>52935, d1[0.319] d2[0.362] g[4.388]
>52936, d1[0.297] d2[0.443] g[3.866]
>52937, d1[0.348] d2[0.348] g[5.272]
>52938, d1[0.335] d2[0.325] g[4.981]
>52939, d1[0.371] d2[0.318] g[4.714]
>52940, d1[0.370] d2[0.311] g[5.599]
>52941, d1[0.342] d2[0.400] g[2.796]
>52942, d1[0.367] d2[0.323] g[4.274]
>52943, d1[0.277] d2[0.441] g[3.951]
>52944, d1[0.368] d2[0.352] g[4.239]
>52945, d1[0.371] d2[0.329] g[4.144]
>52946, d1[0.275] d2[0.400] g[4.728]
>52947, d1[0.393] d2[0.328] g[4.258]
>52948, d1[0.301] d2[0.398] g[3.783]
>52949, d1[0.285] d2[0.358] g[4.876]
>52950, d1[0.329] d2[0.318] g[4.151]
>52951, d1[0.409] d2[0.330] g[1.711]
>52952, d1[0.394] d2[0.331] g[1.243]
>52953, d1[0.316] d2[0.369] g[4.504]
>52954, d1[0.279] d2[0.353] g[4.481]
>52955, d1[0.232] d2[0.341] g[5.006]
>52956, d1[0.333] d2[0.320] g[7.494]
>52957, d1[0.422] d2[0.366] g[3.164]
>52958, d1[0.441] d2[0.300] g[4.399]
>52959, d1[0.341] d2[0.329] g[3.810]
>52960, d1[0.196] d2[0.368] g[4.845]
>52961, d1[0.413] d2[0.310] g[2.920]
>52962, d1[0.287] d2[0.330] g[4.289]
>52963, d1[0.232] d2[0.282] g[4.371]
>52964, d1[0.202] d2[0.311] g[5.490]
>52965, d1[0.365] d2[0.312] g[3.477]
>52966, d1[0.179] d2[0.423] g[4.997]
>52967, d1[0.187] d2[0.218] g[5.192]
>52968, d1[0.430] d2[0.353] g[3.531]
>52969, d1[0.295] d2[0.263] g[4.212]
>52970, d1[0.452] d2[0.293] g[2.244]
>52971, d1[0.142] d2[0.237] g[5.216]
>52972, d1[0.217] d2[0.276] g[4.735]
>52973, d1[0.232] d2[0.339] g[3.550]
>52974, d1[0.156] d2[0.267] g[4.553]
>52975, d1[0.424] d2[0.273] g[3.843]
>52976, d1[0.478] d2[0.235] g[3.016]
>52977, d1[0.254] d2[0.456] g[4.397]
>52978, d1[0.215] d2[0.368] g[4.649]
>52979, d1[0.271] d2[0.412] g[4.813]
>52980, d1[0.423] d2[0.308] g[2.587]
>52981, d1[0.532] d2[0.251] g[3.355]
>52982, d1[0.253] d2[0.249] g[5.407]
>52983, d1[0.387] d2[0.351] g[1.482]
>52984, d1[0.290] d2[0.285] g[4.892]
>52985, d1[0.175] d2[0.226] g[5.584]
>52986, d1[0.176] d2[0.351] g[4.632]
>52987, d1[0.351] d2[0.304] g[4.198]
>52988, d1[0.311] d2[0.348] g[4.132]
>52989, d1[0.481] d2[0.258] g[3.000]
>52990, d1[0.280] d2[0.481] g[3.510]
>52991, d1[0.196] d2[0.369] g[4.414]
>52992, d1[0.368] d2[0.334] g[4.307]
>52993, d1[0.301] d2[0.347] g[4.440]
>52994, d1[0.222] d2[0.301] g[4.661]
>52995, d1[0.445] d2[0.266] g[3.652]
>52996, d1[0.213] d2[0.237] g[5.405]
>52997, d1[0.228] d2[0.316] g[4.515]
>52998, d1[0.295] d2[0.459] g[2.867]
>52999, d1[0.481] d2[0.256] g[3.020]
>53000, d1[0.391] d2[0.281] g[3.889]
>53001, d1[0.510] d2[0.250] g[2.759]
>53002, d1[0.193] d2[0.480] g[4.713]
>53003, d1[0.238] d2[0.310] g[4.254]
>53004, d1[0.348] d2[0.345] g[4.532]
>53005, d1[0.211] d2[0.369] g[4.500]
>53006, d1[0.389] d2[0.271] g[4.336]
>53007, d1[0.302] d2[0.385] g[4.688]
>53008, d1[0.353] d2[0.337] g[3.985]
>53009, d1[0.383] d2[0.304] g[3.777]
>53010, d1[0.212] d2[0.349] g[4.735]
>53011, d1[0.384] d2[0.265] g[5.042]
>53012, d1[0.151] d2[0.264] g[5.537]
>53013, d1[0.396] d2[0.237] g[3.708]
>53014, d1[0.178] d2[0.338] g[4.436]
>53015, d1[0.496] d2[0.254] g[3.455]
>53016, d1[0.228] d2[0.506] g[5.178]
>53017, d1[0.416] d2[0.376] g[2.158]
>53018, d1[0.556] d2[0.300] g[2.367]
>53019, d1[0.391] d2[0.245] g[4.756]
>53020, d1[0.396] d2[0.348] g[3.734]
>53021, d1[0.256] d2[0.433] g[5.128]
>53022, d1[0.314] d2[0.380] g[2.589]
>53023, d1[0.495] d2[0.284] g[3.237]
>53024, d1[0.418] d2[0.261] g[4.851]
>53025, d1[0.369] d2[0.372] g[2.317]
>53026, d1[0.349] d2[0.279] g[4.669]
>53027, d1[0.303] d2[0.388] g[3.748]
>53028, d1[0.235] d2[0.416] g[4.832]
>53029, d1[0.227] d2[0.409] g[4.133]
>53030, d1[0.265] d2[0.390] g[6.156]
>53031, d1[0.283] d2[0.308] g[4.475]
>53032, d1[0.223] d2[0.301] g[4.259]
>53033, d1[0.340] d2[0.370] g[3.651]
>53034, d1[0.276] d2[0.544] g[4.284]
>53035, d1[0.303] d2[0.265] g[4.895]
>53036, d1[0.294] d2[0.410] g[3.659]
>53037, d1[0.212] d2[0.315] g[4.327]
>53038, d1[0.356] d2[0.325] g[4.840]
>53039, d1[0.393] d2[0.332] g[1.573]
>53040, d1[0.212] d2[0.403] g[5.348]
>53041, d1[0.330] d2[0.258] g[4.799]
>53042, d1[0.378] d2[0.348] g[4.468]
>53043, d1[0.421] d2[0.361] g[2.641]
>53044, d1[0.413] d2[0.341] g[2.345]
>53045, d1[0.339] d2[0.289] g[4.156]
>53046, d1[0.350] d2[0.316] g[6.068]
>53047, d1[0.269] d2[0.394] g[4.107]
>53048, d1[0.226] d2[0.295] g[4.591]
>53049, d1[0.347] d2[0.335] g[4.736]
>53050, d1[0.304] d2[0.385] g[4.446]
>53051, d1[0.496] d2[0.276] g[2.526]
>53052, d1[0.427] d2[0.330] g[3.878]
>53053, d1[0.357] d2[0.334] g[4.209]
>53054, d1[0.265] d2[0.348] g[7.013]
>53055, d1[0.201] d2[0.332] g[4.503]
>53056, d1[0.402] d2[0.336] g[3.837]
>53057, d1[0.148] d2[0.311] g[5.326]
>53058, d1[0.529] d2[0.255] g[2.380]
>53059, d1[0.260] d2[0.295] g[4.773]
>53060, d1[0.167] d2[0.261] g[5.454]
>53061, d1[0.296] d2[0.443] g[5.342]
>53062, d1[0.244] d2[0.270] g[5.085]
>53063, d1[0.408] d2[0.337] g[1.221]
>53064, d1[0.226] d2[0.282] g[5.053]
>53065, d1[0.259] d2[0.498] g[4.490]
>53066, d1[0.373] d2[0.312] g[3.604]
>53067, d1[0.328] d2[0.291] g[4.663]
>53068, d1[0.218] d2[0.476] g[4.463]
>53069, d1[0.309] d2[0.494] g[4.639]
>53070, d1[0.423] d2[0.272] g[3.988]
>53071, d1[0.402] d2[0.285] g[4.510]
>53072, d1[0.436] d2[0.323] g[1.896]
>53073, d1[0.397] d2[0.289] g[4.156]
>53074, d1[0.360] d2[0.314] g[2.831]
>53075, d1[0.279] d2[0.443] g[3.428]
>53076, d1[0.260] d2[0.296] g[4.758]
>53077, d1[0.366] d2[0.343] g[3.629]
>53078, d1[0.188] d2[0.430] g[4.765]
>53079, d1[0.371] d2[0.249] g[4.342]
>53080, d1[0.160] d2[0.268] g[6.045]
>53081, d1[0.564] d2[0.242] g[2.336]
>53082, d1[0.528] d2[0.252] g[3.276]
>53083, d1[0.443] d2[0.244] g[4.344]
>53084, d1[0.401] d2[0.271] g[4.996]
>53085, d1[0.421] d2[0.303] g[2.628]
>53086, d1[0.314] d2[0.337] g[3.773]
>53087, d1[0.141] d2[0.354] g[5.487]
>53088, d1[0.167] d2[0.262] g[5.399]
>53089, d1[0.291] d2[0.326] g[4.003]
>53090, d1[0.416] d2[0.319] g[2.225]
>53091, d1[0.499] d2[0.270] g[3.685]
>53092, d1[0.258] d2[0.292] g[5.086]
>53093, d1[0.210] d2[0.310] g[4.065]
>53094, d1[0.304] d2[0.502] g[3.912]
>53095, d1[0.374] d2[0.402] g[1.322]
>53096, d1[0.400] d2[0.316] g[4.080]
>53097, d1[0.376] d2[0.332] g[4.286]
>53098, d1[0.264] d2[0.381] g[4.419]
>53099, d1[0.336] d2[0.422] g[3.527]
>53100, d1[0.332] d2[0.349] g[4.047]
>53101, d1[0.215] d2[0.510] g[4.907]
>53102, d1[0.304] d2[0.328] g[4.949]
>53103, d1[0.409] d2[0.282] g[3.731]
>53104, d1[0.297] d2[0.273] g[4.092]
>53105, d1[0.223] d2[0.351] g[4.979]
>53106, d1[0.270] d2[0.410] g[4.925]
>53107, d1[0.245] d2[0.291] g[5.572]
>53108, d1[0.354] d2[0.316] g[5.336]
>53109, d1[0.277] d2[0.284] g[5.402]
>53110, d1[0.175] d2[0.292] g[4.370]
>53111, d1[0.186] d2[0.256] g[5.267]
>53112, d1[0.175] d2[0.257] g[5.202]
>53113, d1[0.249] d2[0.350] g[4.685]
>53114, d1[0.344] d2[0.288] g[4.423]
>53115, d1[0.390] d2[0.341] g[4.643]
>53116, d1[0.418] d2[0.350] g[1.865]
>53117, d1[0.223] d2[0.272] g[5.402]
>53118, d1[0.324] d2[0.326] g[4.805]
>53119, d1[0.355] d2[0.468] g[3.794]
>53120, d1[0.286] d2[0.505] g[3.712]
>53121, d1[0.333] d2[0.262] g[6.774]
>53122, d1[0.383] d2[0.370] g[3.069]
>53123, d1[0.245] d2[0.327] g[4.693]
>53124, d1[0.349] d2[0.346] g[5.009]
>53125, d1[0.264] d2[0.444] g[4.103]
>53126, d1[0.204] d2[0.401] g[6.016]
>53127, d1[0.272] d2[0.271] g[4.973]
>53128, d1[0.355] d2[0.263] g[4.362]
>53129, d1[0.578] d2[0.224] g[3.212]
>53130, d1[0.295] d2[0.476] g[4.409]
>53131, d1[0.395] d2[0.314] g[3.727]
>53132, d1[0.187] d2[0.295] g[4.338]
>53133, d1[0.210] d2[0.349] g[6.271]
>53134, d1[0.415] d2[0.318] g[2.202]
>53135, d1[0.526] d2[0.239] g[3.767]
>53136, d1[0.451] d2[0.285] g[3.937]
>53137, d1[0.374] d2[0.296] g[3.940]
>53138, d1[0.360] d2[0.357] g[3.555]
>53139, d1[0.243] d2[0.314] g[4.305]
>53140, d1[0.349] d2[0.442] g[2.744]
>53141, d1[0.241] d2[0.287] g[4.694]
>53142, d1[0.226] d2[0.819] g[2.544]
>53143, d1[0.156] d2[0.777] g[3.031]
>53144, d1[0.180] d2[0.497] g[5.021]
>53145, d1[0.407] d2[0.341] g[3.831]
>53146, d1[0.445] d2[0.322] g[3.068]
>53147, d1[0.368] d2[0.363] g[5.975]
>53148, d1[0.417] d2[0.328] g[1.201]
>53149, d1[0.468] d2[0.274] g[4.036]
>53150, d1[0.409] d2[0.310] g[4.262]
>53151, d1[0.396] d2[0.327] g[2.513]
>53152, d1[0.413] d2[0.299] g[3.385]
>53153, d1[0.380] d2[0.336] g[3.996]
>53154, d1[0.355] d2[0.344] g[3.612]
>53155, d1[0.350] d2[0.356] g[2.369]
>53156, d1[0.331] d2[0.307] g[3.670]
>53157, d1[0.341] d2[0.335] g[3.705]
>53158, d1[0.306] d2[0.328] g[3.698]
>53159, d1[0.238] d2[0.332] g[5.852]
>53160, d1[0.162] d2[0.332] g[5.541]
>53161, d1[0.324] d2[0.247] g[4.774]
>53162, d1[0.307] d2[0.328] g[4.284]
>53163, d1[0.186] d2[0.345] g[4.791]
>53164, d1[0.215] d2[0.292] g[5.253]
>53165, d1[0.361] d2[0.259] g[4.820]
>53166, d1[0.253] d2[0.645] g[2.633]
>53167, d1[0.414] d2[0.334] g[1.636]
>53168, d1[0.294] d2[0.406] g[2.278]
>53169, d1[0.354] d2[0.399] g[5.093]
>53170, d1[0.157] d2[0.237] g[5.188]
>53171, d1[0.175] d2[0.238] g[4.636]
>53172, d1[0.234] d2[0.293] g[4.562]
>53173, d1[0.276] d2[0.345] g[3.862]
>53174, d1[0.284] d2[0.356] g[3.760]
>53175, d1[0.296] d2[0.266] g[4.712]
>53176, d1[0.402] d2[0.358] g[1.048]
>53177, d1[0.236] d2[0.371] g[4.726]
>53178, d1[0.445] d2[0.254] g[3.743]
>53179, d1[0.289] d2[0.474] g[3.278]
>53180, d1[0.181] d2[0.235] g[5.482]
>53181, d1[0.418] d2[0.275] g[3.868]
>53182, d1[0.402] d2[0.339] g[1.959]
>53183, d1[0.341] d2[0.293] g[3.818]
>53184, d1[0.212] d2[0.415] g[6.720]
>53185, d1[0.568] d2[0.220] g[2.819]
>53186, d1[0.441] d2[0.246] g[4.055]
>53187, d1[0.375] d2[0.364] g[1.724]
>53188, d1[0.224] d2[0.467] g[4.481]
>53189, d1[0.345] d2[0.316] g[4.490]
>53190, d1[0.348] d2[0.309] g[4.714]
>53191, d1[0.239] d2[0.321] g[3.940]
>53192, d1[0.495] d2[0.291] g[2.292]
>53193, d1[0.325] d2[0.384] g[5.042]
>53194, d1[0.376] d2[0.335] g[4.056]
>53195, d1[0.308] d2[0.382] g[4.515]
>53196, d1[0.174] d2[0.350] g[4.764]
>53197, d1[0.456] d2[0.300] g[2.048]
>53198, d1[0.246] d2[0.307] g[4.873]
>53199, d1[0.376] d2[0.313] g[4.016]
>53200, d1[0.448] d2[0.297] g[3.598]
>53201, d1[0.229] d2[0.421] g[5.948]
>53202, d1[0.271] d2[0.372] g[4.909]
>53203, d1[0.391] d2[0.317] g[4.123]
>53204, d1[0.355] d2[0.374] g[3.483]
>53205, d1[0.233] d2[0.385] g[5.737]
>53206, d1[0.413] d2[0.286] g[4.043]
>53207, d1[0.320] d2[0.270] g[3.795]
>53208, d1[0.210] d2[0.305] g[5.545]
>53209, d1[0.246] d2[0.312] g[4.789]
>53210, d1[0.251] d2[0.364] g[4.743]
>53211, d1[0.218] d2[0.310] g[5.227]
>53212, d1[0.446] d2[0.339] g[3.786]
>53213, d1[0.353] d2[0.348] g[5.274]
>53214, d1[0.407] d2[0.334] g[4.206]
>53215, d1[0.352] d2[0.334] g[3.748]
>53216, d1[0.383] d2[0.357] g[2.321]
>53217, d1[0.344] d2[0.294] g[4.583]
>53218, d1[0.196] d2[0.493] g[4.312]
>53219, d1[0.292] d2[0.282] g[4.609]
>53220, d1[0.416] d2[0.374] g[3.831]
>53221, d1[0.261] d2[0.297] g[4.645]
>53222, d1[0.232] d2[0.468] g[2.966]
>53223, d1[0.311] d2[0.312] g[3.643]
>53224, d1[0.416] d2[0.331] g[1.045]
>53225, d1[0.362] d2[0.318] g[4.133]
>53226, d1[0.423] d2[0.394] g[2.906]
>53227, d1[0.386] d2[0.340] g[1.805]
>53228, d1[0.405] d2[0.351] g[2.656]
>53229, d1[0.398] d2[0.322] g[4.230]
>53230, d1[0.317] d2[0.303] g[4.316]
>53231, d1[0.308] d2[0.356] g[3.949]
>53232, d1[0.162] d2[0.301] g[5.268]
>53233, d1[0.335] d2[0.330] g[3.791]
>53234, d1[0.338] d2[0.277] g[4.213]
>53235, d1[0.271] d2[0.344] g[5.068]
>53236, d1[0.204] d2[0.378] g[5.954]
>53237, d1[0.197] d2[0.263] g[5.444]
>53238, d1[0.418] d2[0.271] g[4.528]
>53239, d1[0.376] d2[0.328] g[4.064]
>53240, d1[0.466] d2[0.256] g[3.600]
>53241, d1[0.225] d2[0.404] g[4.230]
>53242, d1[0.284] d2[0.412] g[2.477]
>53243, d1[0.281] d2[0.401] g[3.412]
>53244, d1[0.221] d2[0.240] g[5.218]
>53245, d1[0.248] d2[0.435] g[3.015]
>53246, d1[0.228] d2[0.328] g[4.922]
>53247, d1[0.290] d2[0.333] g[4.798]
>53248, d1[0.424] d2[0.283] g[4.606]
>53249, d1[0.257] d2[0.281] g[5.077]
>53250, d1[0.337] d2[0.358] g[3.879]
>53251, d1[0.399] d2[0.459] g[3.130]
>53252, d1[0.309] d2[0.419] g[3.388]
>53253, d1[0.473] d2[0.280] g[4.097]
>53254, d1[0.443] d2[0.296] g[4.006]
>53255, d1[0.394] d2[0.335] g[3.162]
>53256, d1[0.283] d2[0.333] g[4.317]
>53257, d1[0.349] d2[0.406] g[3.862]
>53258, d1[0.287] d2[0.273] g[4.139]
>53259, d1[0.290] d2[0.409] g[4.908]
>53260, d1[0.242] d2[0.305] g[5.695]
>53261, d1[0.192] d2[0.476] g[4.516]
>53262, d1[0.527] d2[0.221] g[3.903]
>53263, d1[0.463] d2[0.249] g[3.781]
>53264, d1[0.372] d2[0.288] g[4.243]
>53265, d1[0.330] d2[0.354] g[4.158]
>53266, d1[0.286] d2[0.346] g[4.628]
>53267, d1[0.224] d2[0.408] g[4.487]
>53268, d1[0.209] d2[0.333] g[4.555]
>53269, d1[0.296] d2[0.328] g[4.578]
>53270, d1[0.429] d2[0.279] g[4.247]
>53271, d1[0.215] d2[0.457] g[4.525]
>53272, d1[0.459] d2[0.267] g[3.007]
>53273, d1[0.436] d2[0.254] g[4.713]
>53274, d1[0.366] d2[0.409] g[3.918]
>53275, d1[0.436] d2[0.269] g[3.541]
>53276, d1[0.417] d2[0.281] g[2.873]
>53277, d1[0.290] d2[0.327] g[4.752]
>53278, d1[0.265] d2[0.417] g[4.466]
>53279, d1[0.414] d2[0.322] g[1.480]
>53280, d1[0.224] d2[0.339] g[5.237]
>53281, d1[0.302] d2[0.256] g[4.745]
>53282, d1[0.323] d2[0.383] g[4.003]
>53283, d1[0.166] d2[0.213] g[5.173]
>53284, d1[0.184] d2[0.244] g[4.398]
>53285, d1[0.242] d2[0.271] g[4.511]
>53286, d1[0.173] d2[0.229] g[5.604]
>53287, d1[0.168] d2[0.534] g[4.590]
>53288, d1[0.531] d2[0.215] g[2.866]
>53289, d1[0.450] d2[0.354] g[2.183]
>53290, d1[0.422] d2[0.318] g[4.500]
>53291, d1[0.423] d2[0.291] g[3.883]
>53292, d1[0.346] d2[0.321] g[4.464]
>53293, d1[0.346] d2[0.416] g[3.464]
>53294, d1[0.251] d2[0.324] g[4.844]
>53295, d1[0.199] d2[0.341] g[4.798]
>53296, d1[0.260] d2[0.319] g[4.545]
>53297, d1[0.308] d2[0.349] g[2.954]
>53298, d1[0.310] d2[0.480] g[4.486]
>53299, d1[0.333] d2[0.302] g[4.098]
>53300, d1[0.357] d2[0.330] g[6.891]
>53301, d1[0.450] d2[0.335] g[1.389]
>53302, d1[0.477] d2[0.255] g[3.323]
>53303, d1[0.432] d2[0.289] g[4.043]
>53304, d1[0.386] d2[0.420] g[4.252]
>53305, d1[0.244] d2[0.500] g[3.787]
>53306, d1[0.373] d2[0.318] g[4.421]
>53307, d1[0.445] d2[0.287] g[2.784]
>53308, d1[0.370] d2[0.385] g[3.494]
>53309, d1[0.215] d2[0.283] g[4.586]
>53310, d1[0.441] d2[0.278] g[3.244]
>53311, d1[0.160] d2[0.340] g[5.005]
>53312, d1[0.204] d2[0.292] g[4.062]
>53313, d1[0.348] d2[0.307] g[4.423]
>53314, d1[0.272] d2[0.352] g[3.850]
>53315, d1[0.208] d2[0.327] g[4.410]
>53316, d1[0.199] d2[0.252] g[4.821]
>53317, d1[0.416] d2[0.277] g[2.785]
>53318, d1[0.167] d2[0.298] g[4.736]
>53319, d1[0.289] d2[0.311] g[4.265]
>53320, d1[0.263] d2[0.364] g[4.799]
>53321, d1[0.400] d2[0.415] g[3.381]
>53322, d1[0.319] d2[0.286] g[5.138]
>53323, d1[0.281] d2[0.354] g[4.575]
>53324, d1[0.270] d2[0.462] g[5.395]
>53325, d1[0.366] d2[0.351] g[4.472]
>53326, d1[0.312] d2[0.300] g[4.712]
>53327, d1[0.203] d2[0.335] g[4.450]
>53328, d1[0.479] d2[0.287] g[1.723]
>53329, d1[0.361] d2[0.291] g[4.278]
>53330, d1[0.425] d2[0.252] g[5.018]
>53331, d1[0.384] d2[0.329] g[3.794]
>53332, d1[0.395] d2[0.321] g[2.885]
>53333, d1[0.236] d2[0.471] g[4.201]
>53334, d1[0.236] d2[0.489] g[4.851]
>53335, d1[0.410] d2[0.256] g[4.575]
>53336, d1[0.363] d2[0.321] g[4.635]
>53337, d1[0.291] d2[0.327] g[4.860]
>53338, d1[0.418] d2[0.302] g[1.936]
>53339, d1[0.269] d2[0.374] g[3.944]
>53340, d1[0.296] d2[0.298] g[4.203]
>53341, d1[0.380] d2[0.304] g[4.521]
>53342, d1[0.218] d2[0.387] g[4.800]
>53343, d1[0.159] d2[0.432] g[4.015]
>53344, d1[0.295] d2[0.417] g[5.451]
>53345, d1[0.383] d2[0.251] g[4.834]
>53346, d1[0.421] d2[0.268] g[3.531]
>53347, d1[0.313] d2[0.269] g[4.799]
>53348, d1[0.194] d2[0.393] g[4.978]
>53349, d1[0.298] d2[0.312] g[4.356]
>53350, d1[0.183] d2[0.249] g[4.703]
>53351, d1[0.334] d2[0.276] g[4.515]
>53352, d1[0.292] d2[0.496] g[3.743]
>53353, d1[0.383] d2[0.394] g[1.202]
>53354, d1[0.243] d2[0.334] g[5.550]
>53355, d1[0.329] d2[0.351] g[4.864]
>53356, d1[0.193] d2[0.249] g[5.200]
>53357, d1[0.325] d2[0.328] g[4.191]
>53358, d1[0.323] d2[0.507] g[3.929]
>53359, d1[0.497] d2[0.245] g[4.035]
>53360, d1[0.302] d2[0.472] g[4.444]
>53361, d1[0.257] d2[0.347] g[4.271]
>53362, d1[0.295] d2[0.343] g[4.914]
>53363, d1[0.401] d2[0.415] g[3.437]
>53364, d1[0.545] d2[0.246] g[3.341]
>53365, d1[0.470] d2[0.293] g[3.020]
>53366, d1[0.298] d2[0.320] g[4.630]
>53367, d1[0.244] d2[0.524] g[2.212]
>53368, d1[0.355] d2[0.302] g[4.880]
>53369, d1[0.367] d2[0.313] g[4.633]
>53370, d1[0.229] d2[0.347] g[5.131]
>53371, d1[0.310] d2[0.441] g[4.706]
>53372, d1[0.512] d2[0.284] g[2.341]
>53373, d1[0.474] d2[0.241] g[4.212]
>53374, d1[0.394] d2[0.299] g[4.148]
>53375, d1[0.388] d2[0.279] g[4.911]
>53376, d1[0.357] d2[0.396] g[1.493]
>53377, d1[0.482] d2[0.269] g[3.345]
>53378, d1[0.221] d2[0.449] g[8.060]
>53379, d1[0.415] d2[0.315] g[2.269]
>53380, d1[0.236] d2[0.305] g[5.446]
>53381, d1[0.265] d2[0.315] g[4.650]
>53382, d1[0.392] d2[0.337] g[2.306]
>53383, d1[0.211] d2[0.307] g[4.916]
>53384, d1[0.190] d2[0.342] g[4.695]
>53385, d1[0.278] d2[0.267] g[5.639]
>53386, d1[0.249] d2[0.299] g[4.812]
>53387, d1[0.250] d2[0.291] g[4.863]
>53388, d1[0.294] d2[0.449] g[4.189]
>53389, d1[0.405] d2[0.265] g[3.671]
>53390, d1[0.455] d2[0.335] g[3.652]
>53391, d1[0.178] d2[0.476] g[4.548]
>53392, d1[0.218] d2[0.321] g[4.655]
>53393, d1[0.324] d2[0.261] g[4.133]
>53394, d1[0.410] d2[0.296] g[4.388]
>53395, d1[0.169] d2[0.329] g[4.712]
>53396, d1[0.516] d2[0.239] g[3.992]
>53397, d1[0.369] d2[0.339] g[5.015]
>53398, d1[0.390] d2[0.353] g[2.061]
>53399, d1[0.302] d2[0.275] g[3.633]
>53400, d1[0.306] d2[0.388] g[4.140]
>53401, d1[0.224] d2[0.416] g[4.935]
>53402, d1[0.199] d2[0.261] g[4.931]
>53403, d1[0.262] d2[0.320] g[5.986]
>53404, d1[0.292] d2[0.494] g[4.153]
>53405, d1[0.344] d2[0.294] g[4.616]
>53406, d1[0.226] d2[0.344] g[4.791]
>53407, d1[0.272] d2[0.317] g[4.885]
>53408, d1[0.380] d2[0.343] g[2.302]
>53409, d1[0.422] d2[0.248] g[4.308]
>53410, d1[0.347] d2[0.344] g[4.780]
>53411, d1[0.243] d2[0.317] g[4.850]
>53412, d1[0.295] d2[0.470] g[4.472]
>53413, d1[0.400] d2[0.306] g[3.954]
>53414, d1[0.389] d2[0.300] g[4.264]
>53415, d1[0.221] d2[0.312] g[4.201]
>53416, d1[0.401] d2[0.315] g[3.830]
>53417, d1[0.485] d2[0.285] g[2.946]
>53418, d1[0.349] d2[0.406] g[1.499]
>53419, d1[0.273] d2[0.315] g[4.515]
>53420, d1[0.170] d2[0.391] g[5.216]
>53421, d1[0.402] d2[0.257] g[4.480]
>53422, d1[0.326] d2[0.385] g[3.041]
>53423, d1[0.425] d2[0.293] g[3.767]
>53424, d1[0.451] d2[0.298] g[2.765]
>53425, d1[0.280] d2[0.332] g[5.773]
>53426, d1[0.299] d2[0.344] g[3.988]
>53427, d1[0.333] d2[0.303] g[4.179]
>53428, d1[0.311] d2[0.441] g[3.550]
>53429, d1[0.176] d2[0.422] g[5.743]
>53430, d1[0.255] d2[0.410] g[2.243]
>53431, d1[0.423] d2[0.252] g[5.399]
>53432, d1[0.488] d2[0.252] g[3.709]
